Rank,Hotness Score,Matchup,Time,Location
35,83.0,#25 Connecticut  at  #165 Seton Hall,2:30 PM,Prudential Center
36,82.9,#140 Duquesne  at  #75 Dayton,2:30 PM,University of Dayton Arena
37,82.8,#141 Princeton  at  #74 Yale,8:00 PM,John J. Lee Amphitheater
38,81.8,#117 Geo Wshgtn  at  #118 Davidson,4:00 PM,McKillop Court at John M. Belk Arena
39,81.1,#87 Liberty  at  #150 TX El Paso,9:00 PM,Don Haskins Center
40,80.4,#125 Middle Tenn  at  #122 W Kentucky,8:00 PM,E.A. Diddle Arena
41,79.1,#168 Wyoming  at  #76 Colorado St,4:00 PM,Moby Arena
42,79.0,#107 Samford  at  #152 Wofford,2:00 PM,Jerry Richardson Indoor Stadium
43,78.3,#108 St Bonavent  at  #155 U Mass,12:00 PM,William D. Mullins Memorial Center
44,78.1,#129 Jksnville St  at  #138 LA Tech,4:00 PM,Thomas Assembly Center
45,77.7,#99 High Point  at  #166 Winthrop,2:00 PM,Winthrop Coliseum
46,76.5,#172 Fla Gulf Cst  at  #98 Lipscomb,5:00 PM,Allen Arena
47,76.0,#158 E Tenn St  at  #121 Chattanooga,7:00 PM,McKenzie Arena
48,75.8,#139 NC-Grnsboro  at  #146 Furman,12:00 PM,Bon Secours Wellness Arena
48,75.8,#181 Boston Col  at  #93 NC State,2:00 PM,Lenovo Center
50,74.1,#225 Pepperdine  at  #11 Gonzaga,10:00 PM,McCarthey Athletic Center
51,73.3,#214 UC Davis  at  #60 UCSD,7:00 PM,LionTree Arena
52,73.1,#78 UC Irvine  at  #209 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
53,72.6,#91 Grd Canyon  at  #206 TX-Arlington,3:00 PM,College Park Center
54,72.2,#192 Elon  at  #111 NC-Wilmgton,7:00 PM,Trask Coliseum
55,70.1,#132 Illinois St  at  #194 Indiana St,1:00 PM,Hulman Center
56,69.8,#156 UCSB  at  #174 UC Riverside,8:00 PM,SRC Arena
57,69.6,#151 Belmont  at  #182 S Illinois,7:00 PM,Banterra Center
58,69.2,#188 Rice  at  #144 Tulane,12:00 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
59,69.1,#104 Akron  at  #219 Central Mich,7:00 PM,McGuirk Arena
59,69.1,#187 Texas St  at  #145 S Alabama,4:00 PM,Mitchell Center
61,68.7,#207 La Salle  at  #123 Rhode Island,4:00 PM,Thomas M. Ryan Center
61,68.7,#136 IPFW  at  #200 Rob Morris,2:00 PM,UPMC Events Center
63,67.4,#197 Jacksonville  at  #148 N Alabama,2:00 PM,CB&S Bank Arena at Flowers Hall
63,67.4,#171 Kennesaw St  at  #178 Sam Hous St,3:30 PM,Bernard G. Johnson Coliseum
65,64.9,#157 N Colorado  at  #208 Portland St,5:00 PM,Viking Pavilion
66,64.2,#230 Neb Omaha  at  #131 St. Thomas,8:00 PM,Schoenecker Arena
67,63.7,#130 Cornell  at  #236 Dartmouth,5:00 PM,Leede Arena
68,60.0,#183 Drexel  at  #215 Wm & Mary,2:00 PM,Kaplan Arena
69,59.8,#137 App State  at  #253 Georgia St,2:00 PM,Georgia State Convocation Center
70,59.7,#164 E Carolina  at  #234 Charlotte,4:00 PM,Dale F. Halton Arena
71,59.2,#218 Vermont  at  #184 Maine,2:00 PM,Memorial Gym
72,59.0,#262 Maryland BC  at  #127 Bryant,1:00 PM,Chace Athletic Center
72,59.0,#103 UNLV  at  #278 Fresno St,7:00 PM,Save Mart Center
74,58.8,#190 Nicholls  at  #217 SE Louisiana,4:30 PM,Pride Roofing University Center
75,57.9,#264 Cal Poly  at  #135 Cal St Nrdge,8:00 PM,Premier America Credit Union Arena
76,57.4,#292 Pacific  at  #89 Oregon St,6:00 PM,Gill Coliseum
77,56.8,#251 Monmouth  at  #160 Towson,2:00 PM,TU Arena
78,56.7,#120 Utah Valley  at  #282 S Utah,8:30 PM,America First Events Center
79,55.6,#231 Idaho St  at  #195 Montana St,8:00 PM,Brick Breeden Fieldhouse
80,55.1,#193 Campbell  at  #238 Delaware,4:00 PM,Bob Carpenter Center
81,54.9,#73 San Francisco  at  #314 San Diego,10:00 PM,Jenny Craig Pavilion
82,53.8,#203 Fordham  at  #237 Richmond,6:00 PM,Robins Center
83,53.2,#258 Presbyterian  at  #179 Longwood,6:00 PM,Joan Perry Brock Center
84,52.6,#235 Queens  at  #211 E Kentucky,4:00 PM,Baptist Health Arena
85,52.0,#270 Incar Word  at  #173 TX A&M-CC,4:30 PM,American Bank Center
86,51.4,#210 UTSA  at  #245 Tulsa,6:00 PM,Reynolds Center
87,51.3,#147 Seattle  at  #296 Tarleton St,8:00 PM,Wisdom Gym
87,51.3,#186 Hofstra  at  #267 Hampton,2:00 PM,Hampton Convocation Center
89,49.4,#272 Florida Intl  at  #189 N Mex State,9:00 PM,Pan American Center
90,49.3,#260 Weber St  at  #201 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
91,49.0,#290 Charl South  at  #167 NC-Asheville,4:30 PM,Kimmel Arena
92,46.7,#82 McNeese St  at  #352 New Orleans,6:00 PM,Lakefront Arena
93,46.3,#310 Utah Tech  at  #159 Cal Baptist,9:00 PM,Dale E. and Sarah Ann Fowler Events Center
94,45.4,#153 Col Charlestn  at  #320 NC A&T,2:00 PM,Corbett Sports Center
95,44.5,#279 U Penn  at  #213 Brown,6:00 PM,Pizzitola Sports Center
96,44.3,#163 Loyola Mymt  at  #321 Portland,10:00 PM,Chiles Center
97,44.1,#149 James Mad  at  #329 Coastal Car,2:00 PM,HTC Center
98,43.8,#257 TN State  at  #243 SIU Edward,4:30 PM,First Community Arena at the Vadalabene Center
99,43.7,#162 Miami (OH)  at  #322 W Michigan,2:30 PM,University Arena in Read Fieldhouse
100,43.5,#180 Toledo  at  #313 E Michigan,3:30 PM,George Gervin GameAbove Center
101,43.4,#185 Marshall  at  #309 Louisiana,8:00 PM,Cajundome
102,41.8,#336 Denver  at  #154 N Dakota St,2:00 PM,Scheels Center
103,41.1,#239 Columbia  at  #277 Harvard,6:00 PM,Lavietes Pavilion
104,41.0,#242 Ste F Austin  at  #274 NW State,4:30 PM,Prather Coliseum
105,40.5,#229 Colgate  at  #291 Boston U,1:00 PM,Case Gym
106,39.6,#240 Bucknell  at  #286 Lafayette,1:00 PM,Kirby Sports Center
107,39.1,#324 St Fran (PA)  at  #191 Central Conn,1:00 PM,William H. Detrick Gymnasium
108,38.6,#273 Idaho  at  #259 E Washingtn,7:00 PM,Reese Court
109,38.4,#323 Stony Brook  at  #198 Northeastrn,3:30 PM,Matthews Arena
110,36.8,#293 Hsn Christian  at  #248 TX-Pan Am,5:30 PM,UTRGV Fieldhouse
111,36.4,#307 TN Tech  at  #232 SE Missouri,4:45 PM,Show Me Center
112,36.3,#308 VMI  at  #233 Mercer,4:30 PM,Hawkins Arena
113,34.5,#170 Norfolk St  at  #361 Maryland ES,4:00 PM,Hytche Athletic Center
114,34.0,#328 Morgan St  at  #221 S Car State,4:00 PM,Smith-Hammond Middleton Memorial Center
115,33.1,#280 Army  at  #284 Navy,1:30 PM,Alumni Hall
116,32.9,#298 Old Dominion  at  #265 GA Southern,4:00 PM,Jack and Ruth Ann Hill Convocation Center
117,32.2,#196 Mass Lowell  at  #357 N Hampshire,1:00 PM,Lundholm Gymnasium
117,32.2,#222 Lamar  at  #338 TX A&M-Com,3:15 PM,The Field House
119,31.1,#318 Loyola-MD  at  #252 American,4:00 PM,Bender Arena
120,29.1,#355 Prairie View  at  #216 Southern,6:00 PM,F. G. Clark Activity Center
121,29.0,#246 N Arizona  at  #335 Sac State,4:00 PM,The Nest
122,27.9,#297 Howard  at  #295 Delaware St,4:00 PM,Memorial Hall/Bayhealth Court
123,27.5,#241 Gard-Webb  at  #347 SC Upstate,3:00 PM,G.B. Hodge Center
124,27.3,#326 Alcorn St  at  #266 Beth-Cook,5:30 PM,Moore Gymnasium
125,26.8,#337 CS Fullerton  at  #255 CS Bakersfld,4:00 PM,Icardo Center
126,26.7,#315 Holy Cross  at  #283 Lehigh,2:00 PM,Stabler Arena
127,25.9,#312 Oral Roberts  at  #289 North Dakota,2:00 PM,Betty Engelstad Sioux Center
128,24.7,#303 F Dickinson  at  #306 LIU,2:00 PM,Steinberg Wellness Center
129,23.6,#299 TX Southern  at  #317 Grambling St,5:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
130,23.3,#261 N Florida  at  #350 Central Ark,4:30 PM,Farris Center
131,23.0,#275 S Mississippi  at  #341 UL Monroe,3:00 PM,Fant-Ewing Coliseum
132,22.7,#287 Jackson St  at  #333 Florida A&M,6:00 PM,Alfred Lawson Jr. Multipurpose Center
133,21.8,#351 N Illinois  at  #268 Ball St,2:00 PM,Worthen Arena
134,21.2,#288 TN Martin  at  #339 E Illinois,4:30 PM,Groniger Arena
135,20.2,#362 Coppin St  at  #263 NC Central,4:00 PM,McDougald-McLendon Arena
136,18.9,#294 Bowling Grn  at  #346 Buffalo,2:00 PM,Alumni Arena
137,18.2,#354 Stetson  at  #285 Austin Peay,5:00 PM,F&M Bank Arena
138,17.4,#304 Binghamton  at  #343 NJIT,2:00 PM,Joel & Diane Bloom Wellness and Events Center
139,15.2,#311 Morehead St  at  #348 W Illinois,2:30 PM,LeRoy A. Ufkes Court at Western Hall
140,14.7,#332 S Indiana  at  #330 Lindenwood,3:00 PM,Robert F. Hyland Arena
141,14.3,#344 Mercyhurst  at  #319 Stonehill,3:30 PM,Merkert Gymnasium
142,13.3,#302 Alabama St  at  #363 Ark Pine Bl,6:30 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
143,7.9,#345 W Georgia  at  #353 Bellarmine,6:30 PM,Knights Hall
144,7.4,#358 Citadel  at  #340 W Carolina,3:30 PM,Ramsey Center
145,6.7,#360 Chicago St  at  #342 Le Moyne,1:00 PM,Ted Grant Court
146,2.2,#359 Alab A&M  at  #364 Miss Val St,7:00 PM,Harrison HPER Complex
