Rank,Hotness Score,Matchup,Time,Location
63,67.3,#220 Fordham  at  #115 Davidson,2:00 PM,McKillop Court at John M. Belk Arena
64,66.9,#207 Kennesaw St  at  #139 W Kentucky,3:00 PM,E.A. Diddle Arena
65,66.3,#228 Gard-Webb  at  #113 High Point,7:00 PM,Nido and Mariana Qubein Arena
66,66.2,#164 Loyola Mymt  at  #193 Pepperdine,7:30 PM,Firestone Fieldhouse
67,65.4,#187 Vermont  at  #174 Bryant,4:00 PM,Chace Athletic Center
68,65.2,#213 TX-Pan Am  at  #146 TX A&M-CC,4:30 PM,American Bank Center
69,64.7,#160 N Colorado  at  #205 Montana,6:00 PM,Dahlberg Arena/Robin Selvig Court
70,63.8,#199 Cleveland St  at  #173 Youngs St,2:00 PM,Zidian Family Arena at Beeghly Center
71,63.5,#235 South Dakota  at  #125 St. Thomas,8:00 PM,Schoenecker Arena
72,63.2,#57 Nevada  at  #278 Fresno St,7:00 PM,Save Mart Center
73,62.6,#152 Cal St Nrdge  at  #226 CS Bakersfld,9:30 PM,Icardo Center
74,62.5,#262 Evansville  at  #91 Drake,6:00 PM,Knapp Center
75,60.8,#238 Abl Christian  at  #147 Seattle,10:00 PM,Redhawk Center
76,60.2,#123 Wichita St  at  #260 UTSA,4:00 PM,Convocation Center
77,59.7,#127 S Dakota St  at  #261 Neb Omaha,2:00 PM,Baxter Arena
78,59.3,#117 Col Charlestn  at  #267 Monmouth,1:00 PM,OceanFirst Bank Center
78,59.3,#89 Oregon St  at  #283 Pacific,10:00 PM,Alex G. Spanos Center
80,59.0,#55 St Marys  at  #300 San Diego,10:00 PM,Jenny Craig Pavilion
81,58.3,#122 Princeton  at  #273 Harvard,2:00 PM,Lavietes Pavilion
82,57.1,#241 Florida Intl  at  #172 Sam Hous St,3:30 PM,Bernard G. Johnson Coliseum
83,55.3,#210 Weber St  at  #218 Idaho St,8:00 PM,Holt Arena
84,55.1,#222 Oakland  at  #208 N Kentucky,6:00 PM,Truist Arena
85,54.8,#185 NC-Asheville  at  #246 Presbyterian,2:00 PM,Ross E. Templeton Physical Education Center
85,54.8,#192 TX-Arlington  at  #240 S Utah,8:30 PM,America First Events Center
87,54.1,#149 UCSB  at  #279 Cal Poly,8:00 PM,Mott Athletics Center
88,52.6,#212 Jacksonville  at  #236 E Kentucky,4:00 PM,Baptist Health Arena
89,52.3,#154 Texas St  at  #285 S Mississippi,3:00 PM,Reed Green Coliseum
90,52.2,#230 Ste F Austin  at  #215 Lamar,7:00 PM,Neches Federal Credit Union Arena at the Montagne
91,51.7,#253 N Arizona  at  #195 Montana St,8:00 PM,Brick Breeden Fieldhouse
92,50.6,#314 Old Dominion  at  #114 S Alabama,3:00 PM,Mitchell Center
93,48.7,#225 Missouri St  at  #247 S Illinois,7:00 PM,Banterra Center
94,48.4,#292 W Michigan  at  #167 Miami (OH),3:30 PM,Millett Hall
95,48.0,#211 Delaware  at  #263 Hampton,2:00 PM,Hampton Convocation Center
96,47.3,#144 Akron  at  #318 E Michigan,3:30 PM,George Gervin GameAbove Center
97,47.2,#249 Albany  at  #231 Maine,2:00 PM,Memorial Gym
98,47.0,#340 W Georgia  at  #99 Lipscomb,5:00 PM,Allen Arena
99,45.7,#330 Detroit  at  #132 IPFW,7:00 PM,Allen County War Memorial Coliseum
100,45.4,#227 Charlotte  at  #265 Tulsa,6:00 PM,Reynolds Center
101,45.3,#201 San Jose St  at  #286 Air Force,3:00 PM,Clune Arena
102,44.5,#287 GA Southern  at  #203 Marshall,4:00 PM,Cam Henderson Center
103,44.3,#254 Idaho  at  #244 Portland St,5:00 PM,Viking Pavilion
104,44.2,#256 Boston U  at  #242 Colgate,2:00 PM,Cotterell Court
105,42.1,#259 Bowling Grn  at  #251 Ball St,2:00 PM,Worthen Arena
106,41.9,#138 N Dakota St  at  #347 Denver,3:00 PM,Hamilton Gymnasium
107,41.1,#339 WI-Grn Bay  at  #153 WI-Milwkee,4:00 PM,UW-Milwaukee Panther Arena
108,39.7,#248 Bucknell  at  #276 American,4:00 PM,Bender Arena
109,39.2,#324 NC A&T  at  #189 Wm & Mary,2:00 PM,Kaplan Arena
110,38.9,#356 NJIT  at  #142 Mass Lowell,1:00 PM,Costello Athletic Center
111,38.7,#328 VMI  at  #190 Chattanooga,2:00 PM,McKenzie Arena
111,38.7,#184 Hawaii  at  #334 CS Fullerton,4:00 PM,Titan Gym
113,38.6,#181 N Alabama  at  #336 Stetson,4:00 PM,Insight Credit Union Arena at Edmunds Center
114,38.2,#351 N Illinois  at  #157 Ohio,1:00 PM,Convocation Center
115,38.0,#191 Northeastrn  at  #333 Stony Brook,7:00 PM,Island Federal Credit Union Arena
116,37.5,#346 Central Ark  at  #170 Fla Gulf Cst,2:00 PM,Alico Arena
117,37.2,#357 Citadel  at  #155 E Tenn St,4:00 PM,Freedom Hall Civic Center
118,36.0,#307 Lg Beach St  at  #234 UC Davis,5:00 PM,University Credit Union Center
119,35.4,#243 Queens  at  #305 Austin Peay,5:00 PM,F&M Bank Arena
120,35.2,#362 Coppin St  at  #161 Norfolk St,4:30 PM,Joseph G. Echols Memorial Hall
121,34.9,#321 Delaware St  at  #223 S Car State,4:00 PM,Smith-Hammond Middleton Memorial Center
122,34.7,#239 Beth-Cook  at  #310 Grambling St,5:30 PM,Willis Reed Court at the Fredrick C. Hobdy Center
123,34.4,#296 Morehead St  at  #257 SE Missouri,4:45 PM,Show Me Center
124,34.1,#204 Radford  at  #341 SC Upstate,2:00 PM,G.B. Hodge Center
125,33.5,#306 TN Tech  at  #252 SIU Edward,5:00 PM,First Community Arena at the Vadalabene Center
126,33.0,#290 Army  at  #271 Lehigh,2:00 PM,Stabler Arena
127,32.9,#289 Coastal Car  at  #275 Georgia St,4:00 PM,Georgia State Convocation Center
128,31.2,#245 Incar Word  at  #327 Hsn Christian,4:30 PM,Sharp Gymnasium
129,30.3,#303 U Penn  at  #272 Dartmouth,2:00 PM,Leede Arena
130,29.8,#312 S Indiana  at  #266 AR Lit Rock,4:00 PM,Jack Stephens Center
131,29.5,#284 Tarleton St  at  #299 Utah Tech,9:00 PM,Burns Arena
132,29.2,#311 Holy Cross  at  #274 Lafayette,1:00 PM,Kirby Sports Center
133,28.1,#348 Florida A&M  at  #232 Southern,6:00 PM,F. G. Clark Activity Center
134,27.5,#277 North Dakota  at  #317 Oral Roberts,8:00 PM,Mabee Center
135,27.1,#270 TN Martin  at  #326 Lindenwood,4:30 PM,Robert F. Hyland Arena
136,26.9,#237 SE Louisiana  at  #354 New Orleans,6:00 PM,Lakefront Arena
137,26.7,#297 Navy  at  #298 Loyola-MD,5:00 PM,Reitz Arena
138,26.2,#268 E Washingtn  at  #331 Sac State,4:00 PM,The Nest
139,24.9,#250 N Florida  at  #350 Bellarmine,6:30 PM,Knights Hall
140,24.7,#282 Alabama St  at  #325 Jackson St,4:30 PM,Williams Assembly Center
141,24.1,#342 Morgan St  at  #264 Howard,4:00 PM,Burr Gymnasium
142,20.4,#358 Maryland ES  at  #269 NC Central,4:00 PM,McDougald-McLendon Arena
143,19.3,#308 TN State  at  #329 W Illinois,4:30 PM,LeRoy A. Ufkes Court at Western Hall
144,17.8,#349 TX A&M-Com  at  #291 NW State,2:00 PM,Prather Coliseum
145,16.0,#343 UL Monroe  at  #309 Louisiana,8:00 PM,Cajundome
146,11.6,#315 Binghamton  at  #360 N Hampshire,1:00 PM,Lundholm Gymnasium
147,10.2,#363 Ark Pine Bl  vs.  #319 TX Southern,6:30 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
148,4.5,#344 Prairie View  at  #364 Miss Val St,7:00 PM,Harrison HPER Complex
149,4.2,#359 Alab A&M  at  #355 Alcorn St,4:00 PM,Davey Whitney Complex
